datetime_utc,id,datetime_utc,user_id,slack_conversation_read_count,slack_user_event_count,google_calendar_event_id,google_calendar_event_count,focused_work_period_start
2020-03-01 11:20:00,1494743,2020-03-01 11:20:00,12,0,0,,0,
2020-03-01 11:25:00,1494744,2020-03-01 11:25:00,12,0,0,,0,
2020-03-01 11:30:00,1494745,2020-03-01 11:30:00,12,0,0,,0,
2020-03-01 11:35:00,1494746,2020-03-01 11:35:00,12,0,0,,0,
2020-03-01 11:40:00,1503386,2020-03-01 11:40:00,12,0,0,,0,
2020-03-01 11:45:00,1503387,2020-03-01 11:45:00,12,0,0,,0,
2020-03-01 11:50:00,1503388,2020-03-01 11:50:00,12,0,0,,0,
2020-03-01 11:55:00,1503389,2020-03-01 11:55:00,12,0,0,,0,
2020-03-01 12:00:00,1512029,2020-03-01 12:00:00,12,0,0,,0,
2020-03-01 12:05:00,1512030,2020-03-01 12:05:00,12,0,0,,0,
2020-03-01 12:10:00,1512031,2020-03-01 12:10:00,12,0,0,,0,
2020-03-01 12:15:00,1512032,2020-03-01 12:15:00,12,0,0,,0,
2020-03-01 12:20:00,1520672,2020-03-01 12:20:00,12,0,0,,0,
2020-03-01 12:25:00,1520673,2020-03-01 12:25:00,12,0,0,,0,
2020-03-01 12:30:00,1520674,2020-03-01 12:30:00,12,0,0,,0,
2020-03-01 12:35:00,1520675,2020-03-01 12:35:00,12,0,0,,0,
2020-03-01 12:40:00,1529315,2020-03-01 12:40:00,12,0,0,,0,
2020-03-01 12:45:00,1529316,2020-03-01 12:45:00,12,0,0,,0,
2020-03-01 12:50:00,1529317,2020-03-01 12:50:00,12,0,0,,0,
2020-03-01 12:55:00,1529318,2020-03-01 12:55:00,12,0,0,,0,
2020-03-01 13:00:00,1537958,2020-03-01 13:00:00,12,0,0,,0,
2020-03-01 13:05:00,1537959,2020-03-01 13:05:00,12,0,0,,0,
2020-03-01 13:10:00,1537960,2020-03-01 13:10:00,12,0,0,,0,
2020-03-01 13:15:00,1537961,2020-03-01 13:15:00,12,0,0,,0,
2020-03-01 13:20:00,1546601,2020-03-01 13:20:00,12,0,0,,0,
2020-03-01 13:25:00,1546602,2020-03-01 13:25:00,12,0,0,,0,
2020-03-01 13:30:00,1546603,2020-03-01 13:30:00,12,0,0,,0,
2020-03-01 13:35:00,1546604,2020-03-01 13:35:00,12,0,0,,0,
2020-03-01 13:40:00,1555244,2020-03-01 13:40:00,12,0,0,,0,
2020-03-01 13:45:00,1555245,2020-03-01 13:45:00,12,0,0,,0,
2020-03-01 13:50:00,1555246,2020-03-01 13:50:00,12,0,0,,0,
2020-03-01 13:55:00,1555247,2020-03-01 13:55:00,12,0,0,,0,
2020-03-01 14:00:00,1563887,2020-03-01 14:00:00,12,0,0,,0,
2020-03-01 14:05:00,1563888,2020-03-01 14:05:00,12,0,0,,0,
2020-03-01 14:10:00,1563889,2020-03-01 14:10:00,12,0,0,,0,
2020-03-01 14:15:00,1563890,2020-03-01 14:15:00,12,0,0,,0,
2020-03-01 14:20:00,1572530,2020-03-01 14:20:00,12,0,0,,0,
2020-03-01 14:25:00,1572531,2020-03-01 14:25:00,12,0,0,,0,
2020-03-01 14:30:00,1572532,2020-03-01 14:30:00,12,0,0,,0,
2020-03-01 14:35:00,1572533,2020-03-01 14:35:00,12,0,0,,0,
2020-03-01 14:40:00,1581173,2020-03-01 14:40:00,12,0,0,,0,
2020-03-01 14:45:00,1581174,2020-03-01 14:45:00,12,0,0,,0,
2020-03-01 14:50:00,1581175,2020-03-01 14:50:00,12,0,0,,0,
2020-03-01 14:55:00,1581176,2020-03-01 14:55:00,12,0,0,,0,
2020-03-01 15:00:00,1589816,2020-03-01 15:00:00,12,0,0,,0,
2020-03-01 15:05:00,1589817,2020-03-01 15:05:00,12,0,0,,0,
2020-03-01 15:10:00,1589818,2020-03-01 15:10:00,12,0,0,,0,
2020-03-01 15:15:00,1589819,2020-03-01 15:15:00,12,0,0,,0,
2020-03-01 15:20:00,1598459,2020-03-01 15:20:00,12,0,0,,0,
2020-03-01 15:25:00,1598460,2020-03-01 15:25:00,12,0,0,,0,
2020-03-01 15:30:00,1598461,2020-03-01 15:30:00,12,0,0,,0,
2020-03-01 15:35:00,1598462,2020-03-01 15:35:00,12,0,0,,0,
2020-03-01 15:40:00,1607102,2020-03-01 15:40:00,12,0,0,,0,
2020-03-01 15:45:00,1607103,2020-03-01 15:45:00,12,0,0,,0,
2020-03-01 15:50:00,1607104,2020-03-01 15:50:00,12,0,0,,0,
2020-03-01 15:55:00,1607105,2020-03-01 15:55:00,12,0,0,,0,
2020-03-01 16:00:00,1615745,2020-03-01 16:00:00,12,0,0,,0,
2020-03-01 16:05:00,1615746,2020-03-01 16:05:00,12,0,0,,0,
2020-03-01 16:10:00,1615747,2020-03-01 16:10:00,12,0,0,,0,
2020-03-01 16:15:00,1615748,2020-03-01 16:15:00,12,0,0,,0,
2020-03-01 16:20:00,1624388,2020-03-01 16:20:00,12,0,0,,0,
2020-03-01 16:25:00,1624389,2020-03-01 16:25:00,12,0,0,,0,
2020-03-01 16:30:00,1624390,2020-03-01 16:30:00,12,0,0,,0,
2020-03-01 16:35:00,1624391,2020-03-01 16:35:00,12,0,0,,0,
2020-03-01 16:40:00,1633031,2020-03-01 16:40:00,12,0,0,,0,
2020-03-01 16:45:00,1633032,2020-03-01 16:45:00,12,0,0,,0,
2020-03-01 16:50:00,1633033,2020-03-01 16:50:00,12,0,0,,0,
2020-03-01 16:55:00,1633034,2020-03-01 16:55:00,12,2,1,,0,
2020-03-01 17:00:00,1641674,2020-03-01 17:00:00,12,0,0,,0,
2020-03-01 17:05:00,1641675,2020-03-01 17:05:00,12,0,0,,0,
2020-03-01 17:10:00,1641676,2020-03-01 17:10:00,12,0,0,,0,
2020-03-01 17:15:00,1641677,2020-03-01 17:15:00,12,0,0,,0,
2020-03-01 17:20:00,1650317,2020-03-01 17:20:00,12,0,0,,0,
2020-03-01 17:25:00,1650318,2020-03-01 17:25:00,12,0,0,,0,
2020-03-01 17:30:00,1650319,2020-03-01 17:30:00,12,0,0,,0,
2020-03-01 17:35:00,1650320,2020-03-01 17:35:00,12,0,0,,0,
2020-03-01 17:40:00,1658960,2020-03-01 17:40:00,12,0,0,,0,
2020-03-01 17:45:00,1658961,2020-03-01 17:45:00,12,0,0,,0,
2020-03-01 17:50:00,1658962,2020-03-01 17:50:00,12,0,0,,0,
2020-03-01 17:55:00,1658963,2020-03-01 17:55:00,12,0,0,,0,
2020-03-01 18:00:00,1667603,2020-03-01 18:00:00,12,1,0,,0,
2020-03-01 18:05:00,1667604,2020-03-01 18:05:00,12,0,1,,0,
2020-03-01 18:10:00,1667605,2020-03-01 18:10:00,12,0,0,,0,
2020-03-01 18:15:00,1667606,2020-03-01 18:15:00,12,0,0,,0,
2020-03-01 18:20:00,1676246,2020-03-01 18:20:00,12,0,0,,0,
2020-03-01 18:25:00,1676247,2020-03-01 18:25:00,12,0,0,,0,
2020-03-01 18:30:00,1676248,2020-03-01 18:30:00,12,0,0,,0,
2020-03-01 18:35:00,1676249,2020-03-01 18:35:00,12,0,0,,0,
2020-03-01 18:40:00,1684889,2020-03-01 18:40:00,12,1,3,,0,
2020-03-01 18:45:00,1684890,2020-03-01 18:45:00,12,0,0,,0,
2020-03-01 18:50:00,1684891,2020-03-01 18:50:00,12,0,0,,0,
2020-03-01 18:55:00,1684892,2020-03-01 18:55:00,12,0,0,,0,
2020-03-01 19:00:00,1693532,2020-03-01 19:00:00,12,0,0,,0,
2020-03-01 19:05:00,1693533,2020-03-01 19:05:00,12,0,0,,0,
2020-03-01 19:10:00,1693534,2020-03-01 19:10:00,12,0,0,,0,
2020-03-01 19:15:00,1693535,2020-03-01 19:15:00,12,0,0,,0,
2020-03-01 19:20:00,1702175,2020-03-01 19:20:00,12,0,0,,0,
2020-03-01 19:25:00,1702176,2020-03-01 19:25:00,12,1,1,,0,2020-03-01 06:05:00
2020-03-01 19:30:00,1702177,2020-03-01 19:30:00,12,1,3,,0,
2020-03-01 19:35:00,1702178,2020-03-01 19:35:00,12,1,5,,0,
2020-03-01 19:40:00,1710818,2020-03-01 19:40:00,12,0,0,,0,
2020-03-01 19:45:00,1710819,2020-03-01 19:45:00,12,0,0,,0,
2020-03-01 19:50:00,1710820,2020-03-01 19:50:00,12,0,0,,0,
2020-03-01 19:55:00,1710821,2020-03-01 19:55:00,12,0,0,,0,
2020-03-01 20:00:00,1719461,2020-03-01 20:00:00,12,0,0,,0,
2020-03-01 20:05:00,1719462,2020-03-01 20:05:00,12,0,0,,0,
2020-03-01 20:10:00,1719463,2020-03-01 20:10:00,12,0,0,,0,
2020-03-01 20:15:00,1719464,2020-03-01 20:15:00,12,0,0,,0,
2020-03-01 20:20:00,1728104,2020-03-01 20:20:00,12,0,0,,0,
2020-03-01 20:25:00,1728105,2020-03-01 20:25:00,12,0,0,,0,
2020-03-01 20:30:00,1728106,2020-03-01 20:30:00,12,0,0,,0,
2020-03-01 20:35:00,1728107,2020-03-01 20:35:00,12,0,0,,0,
2020-03-01 20:40:00,1736747,2020-03-01 20:40:00,12,0,0,,0,
2020-03-01 20:45:00,1736748,2020-03-01 20:45:00,12,0,0,,0,
2020-03-01 20:50:00,1736749,2020-03-01 20:50:00,12,0,0,,0,
2020-03-01 20:55:00,1736750,2020-03-01 20:55:00,12,0,0,,0,
2020-03-01 21:00:00,1745390,2020-03-01 21:00:00,12,0,0,,0,
2020-03-01 21:05:00,1745391,2020-03-01 21:05:00,12,0,0,,0,
2020-03-01 21:10:00,1745392,2020-03-01 21:10:00,12,2,3,,0,
2020-03-01 21:15:00,1745393,2020-03-01 21:15:00,12,0,0,,0,
2020-03-01 21:20:00,1754033,2020-03-01 21:20:00,12,0,0,,0,
2020-03-01 21:25:00,1754034,2020-03-01 21:25:00,12,1,4,,0,2020-03-01 20:00:00
2020-03-01 21:30:00,1754035,2020-03-01 21:30:00,12,1,2,,0,
2020-03-01 21:35:00,1754036,2020-03-01 21:35:00,12,1,3,,0,
2020-03-01 21:40:00,1762676,2020-03-01 21:40:00,12,1,1,,0,
2020-03-01 21:45:00,1762677,2020-03-01 21:45:00,12,0,0,,0,
2020-03-01 21:50:00,1762678,2020-03-01 21:50:00,12,0,0,,0,
2020-03-01 21:55:00,1762679,2020-03-01 21:55:00,12,0,0,,0,
2020-03-01 22:00:00,1771319,2020-03-01 22:00:00,12,0,0,,0,
2020-03-01 22:05:00,1771320,2020-03-01 22:05:00,12,0,0,,0,
2020-03-01 22:10:00,1771321,2020-03-01 22:10:00,12,0,0,,0,
2020-03-01 22:15:00,1771322,2020-03-01 22:15:00,12,0,0,,0,
2020-03-01 22:20:00,1779962,2020-03-01 22:20:00,12,0,0,,0,
2020-03-01 22:25:00,1779963,2020-03-01 22:25:00,12,0,0,,0,
2020-03-01 22:30:00,1779964,2020-03-01 22:30:00,12,0,0,,0,
2020-03-01 22:35:00,1779965,2020-03-01 22:35:00,12,0,0,,0,
2020-03-01 22:40:00,1788605,2020-03-01 22:40:00,12,0,0,,0,
2020-03-01 22:45:00,1788606,2020-03-01 22:45:00,12,0,0,,0,
2020-03-01 22:50:00,1788607,2020-03-01 22:50:00,12,0,0,,0,
2020-03-01 22:55:00,1788608,2020-03-01 22:55:00,12,0,0,,0,
2020-03-01 23:00:00,1797248,2020-03-01 23:00:00,12,0,0,,0,
2020-03-01 23:05:00,1797249,2020-03-01 23:05:00,12,0,0,,0,
2020-03-01 23:10:00,1797250,2020-03-01 23:10:00,12,0,0,,0,
2020-03-01 23:15:00,1797251,2020-03-01 23:15:00,12,0,0,,0,
2020-03-01 23:20:00,1805891,2020-03-01 23:20:00,12,0,0,,0,
2020-03-01 23:25:00,1805892,2020-03-01 23:25:00,12,0,0,,0,
2020-03-01 23:30:00,1805893,2020-03-01 23:30:00,12,0,0,,0,
2020-03-01 23:35:00,1805894,2020-03-01 23:35:00,12,0,0,,0,
2020-03-01 23:40:00,1814534,2020-03-01 23:40:00,12,0,0,,0,
2020-03-01 23:45:00,1814535,2020-03-01 23:45:00,12,0,0,,0,
2020-03-01 23:50:00,1814536,2020-03-01 23:50:00,12,0,0,,0,
2020-03-01 23:55:00,1814537,2020-03-01 23:55:00,12,0,0,,0,
2020-03-02 00:00:00,1823177,2020-03-02 00:00:00,12,0,0,,0,
2020-03-02 00:05:00,1823178,2020-03-02 00:05:00,12,0,0,,0,
2020-03-02 00:10:00,1823179,2020-03-02 00:10:00,12,0,0,,0,
2020-03-02 00:15:00,1823180,2020-03-02 00:15:00,12,0,0,,0,
2020-03-02 00:20:00,1831820,2020-03-02 00:20:00,12,0,0,,0,
2020-03-02 00:25:00,1831821,2020-03-02 00:25:00,12,0,0,,0,
2020-03-02 00:30:00,1831822,2020-03-02 00:30:00,12,0,0,,0,
2020-03-02 00:35:00,1831823,2020-03-02 00:35:00,12,0,0,,0,
2020-03-02 00:40:00,1840463,2020-03-02 00:40:00,12,0,0,,0,
2020-03-02 00:45:00,1840464,2020-03-02 00:45:00,12,0,0,,0,
2020-03-02 00:50:00,1840465,2020-03-02 00:50:00,12,0,0,,0,
2020-03-02 00:55:00,1840466,2020-03-02 00:55:00,12,0,0,,0,
2020-03-02 01:00:00,1849106,2020-03-02 01:00:00,12,0,0,,0,
2020-03-02 01:05:00,1849107,2020-03-02 01:05:00,12,0,0,,0,
2020-03-02 01:10:00,1849108,2020-03-02 01:10:00,12,0,0,,0,
2020-03-02 01:15:00,1849109,2020-03-02 01:15:00,12,0,0,,0,
2020-03-02 01:20:00,1849110,2020-03-02 01:20:00,12,0,0,,0,
2020-03-02 01:25:00,1849111,2020-03-02 01:25:00,12,0,0,,0,
2020-03-02 01:30:00,1849112,2020-03-02 01:30:00,12,0,0,,0,
2020-03-02 01:35:00,1849113,2020-03-02 01:35:00,12,0,0,,0,
2020-03-02 01:40:00,1849114,2020-03-02 01:40:00,12,0,0,,0,
2020-03-02 01:45:00,1849115,2020-03-02 01:45:00,12,0,0,,0,
2020-03-02 01:50:00,1849116,2020-03-02 01:50:00,12,0,0,,0,
2020-03-02 01:55:00,1849117,2020-03-02 01:55:00,12,0,0,,0,
2020-03-02 02:00:00,1849118,2020-03-02 02:00:00,12,0,0,,0,
2020-03-02 02:05:00,1849119,2020-03-02 02:05:00,12,0,0,,0,
2020-03-02 02:10:00,1849120,2020-03-02 02:10:00,12,0,0,,0,
2020-03-02 02:15:00,1849121,2020-03-02 02:15:00,12,0,0,,0,
2020-03-02 02:20:00,1849122,2020-03-02 02:20:00,12,0,0,,0,
2020-03-02 02:25:00,1849123,2020-03-02 02:25:00,12,0,0,,0,
2020-03-02 02:30:00,1849124,2020-03-02 02:30:00,12,0,0,,0,
2020-03-02 02:35:00,1849125,2020-03-02 02:35:00,12,0,0,,0,
2020-03-02 02:40:00,1849126,2020-03-02 02:40:00,12,0,0,,0,
2020-03-02 02:45:00,1849127,2020-03-02 02:45:00,12,0,0,,0,
2020-03-02 02:50:00,1849128,2020-03-02 02:50:00,12,0,0,,0,
2020-03-02 02:55:00,1849129,2020-03-02 02:55:00,12,0,0,,0,
2020-03-02 03:00:00,1849130,2020-03-02 03:00:00,12,2,5,,0,2020-03-01 22:00:00
2020-03-02 03:05:00,1849131,2020-03-02 03:05:00,12,0,2,,0,
2020-03-02 03:10:00,1849132,2020-03-02 03:10:00,12,0,0,,0,
2020-03-02 03:15:00,1849133,2020-03-02 03:15:00,12,0,0,,0,
2020-03-02 03:20:00,1849134,2020-03-02 03:20:00,12,0,0,,0,
2020-03-02 03:25:00,1849135,2020-03-02 03:25:00,12,0,0,,0,
2020-03-02 03:30:00,1849136,2020-03-02 03:30:00,12,0,0,,0,
2020-03-02 03:35:00,1849137,2020-03-02 03:35:00,12,0,0,,0,
2020-03-02 03:40:00,1849138,2020-03-02 03:40:00,12,0,0,,0,
2020-03-02 03:45:00,1849139,2020-03-02 03:45:00,12,0,0,,0,
2020-03-02 03:50:00,1849140,2020-03-02 03:50:00,12,0,0,,0,
2020-03-02 03:55:00,1849141,2020-03-02 03:55:00,12,0,0,,0,
2020-03-02 04:00:00,1849142,2020-03-02 04:00:00,12,1,1,,0,
2020-03-02 04:05:00,1849143,2020-03-02 04:05:00,12,0,0,,0,
2020-03-02 04:10:00,1849144,2020-03-02 04:10:00,12,0,0,,0,
2020-03-02 04:15:00,1849145,2020-03-02 04:15:00,12,0,0,,0,
2020-03-02 04:20:00,1849146,2020-03-02 04:20:00,12,0,0,,0,
2020-03-02 04:25:00,1849147,2020-03-02 04:25:00,12,0,0,,0,
2020-03-02 04:30:00,1849148,2020-03-02 04:30:00,12,0,0,,0,
2020-03-02 04:35:00,1849149,2020-03-02 04:35:00,12,0,0,,0,
2020-03-02 04:40:00,1849150,2020-03-02 04:40:00,12,0,0,,0,
2020-03-02 04:45:00,1849151,2020-03-02 04:45:00,12,0,0,,0,
2020-03-02 04:50:00,1849152,2020-03-02 04:50:00,12,0,0,,0,
2020-03-02 04:55:00,1849153,2020-03-02 04:55:00,12,0,0,,0,
2020-03-02 05:00:00,1849154,2020-03-02 05:00:00,12,0,0,,0,
2020-03-02 05:05:00,1849155,2020-03-02 05:05:00,12,0,0,,0,
2020-03-02 05:10:00,1849156,2020-03-02 05:10:00,12,0,0,,0,
2020-03-02 05:15:00,1849157,2020-03-02 05:15:00,12,0,0,,0,
2020-03-02 05:20:00,1849158,2020-03-02 05:20:00,12,0,0,,0,
2020-03-02 05:25:00,1849159,2020-03-02 05:25:00,12,0,0,,0,
2020-03-02 05:30:00,1849160,2020-03-02 05:30:00,12,0,0,,0,
2020-03-02 05:35:00,1849161,2020-03-02 05:35:00,12,0,0,,0,
2020-03-02 05:40:00,1849162,2020-03-02 05:40:00,12,1,1,,0,
2020-03-02 05:45:00,1849163,2020-03-02 05:45:00,12,0,0,,0,
2020-03-02 05:50:00,1849164,2020-03-02 05:50:00,12,0,0,,0,
2020-03-02 05:55:00,1849165,2020-03-02 05:55:00,12,0,0,,0,
2020-03-02 06:00:00,1849166,2020-03-02 06:00:00,12,0,0,,0,
2020-03-02 06:05:00,1849167,2020-03-02 06:05:00,12,0,0,,0,
2020-03-02 06:10:00,1849168,2020-03-02 06:10:00,12,0,0,,0,
2020-03-02 06:15:00,1849169,2020-03-02 06:15:00,12,0,0,,0,
2020-03-02 06:20:00,1849170,2020-03-02 06:20:00,12,0,0,,0,
2020-03-02 06:25:00,1849171,2020-03-02 06:25:00,12,0,0,,0,
2020-03-02 06:30:00,1849172,2020-03-02 06:30:00,12,0,0,,0,
2020-03-02 06:35:00,1849173,2020-03-02 06:35:00,12,0,0,,0,
2020-03-02 06:40:00,1849174,2020-03-02 06:40:00,12,0,0,,0,
2020-03-02 06:45:00,1849175,2020-03-02 06:45:00,12,0,0,,0,
2020-03-02 06:50:00,1849176,2020-03-02 06:50:00,12,0,0,,0,
2020-03-02 06:55:00,1849177,2020-03-02 06:55:00,12,0,0,,0,
2020-03-02 07:00:00,1849178,2020-03-02 07:00:00,12,0,0,,0,
2020-03-02 07:05:00,1849179,2020-03-02 07:05:00,12,0,0,,0,
2020-03-02 07:10:00,1849180,2020-03-02 07:10:00,12,0,0,,0,
2020-03-02 07:15:00,1849181,2020-03-02 07:15:00,12,0,0,,0,
2020-03-02 07:20:00,1849182,2020-03-02 07:20:00,12,0,0,,0,
2020-03-02 07:25:00,1849183,2020-03-02 07:25:00,12,0,0,,0,
2020-03-02 07:30:00,1849184,2020-03-02 07:30:00,12,0,0,,0,
2020-03-02 07:35:00,1849185,2020-03-02 07:35:00,12,0,0,,0,
2020-03-02 07:40:00,1849186,2020-03-02 07:40:00,12,0,0,,0,
2020-03-02 07:45:00,1849187,2020-03-02 07:45:00,12,0,0,,0,
2020-03-02 07:50:00,1849188,2020-03-02 07:50:00,12,0,0,,0,
2020-03-02 07:55:00,1849189,2020-03-02 07:55:00,12,0,0,,0,
2020-03-02 08:00:00,1849190,2020-03-02 08:00:00,12,0,0,,0,
2020-03-02 08:05:00,1849191,2020-03-02 08:05:00,12,0,0,,0,
2020-03-02 08:10:00,1849192,2020-03-02 08:10:00,12,0,0,,0,
2020-03-02 08:15:00,1849193,2020-03-02 08:15:00,12,0,0,,0,
2020-03-02 08:20:00,1849194,2020-03-02 08:20:00,12,0,0,,0,
2020-03-02 08:25:00,1849195,2020-03-02 08:25:00,12,0,0,,0,
2020-03-02 08:30:00,1849196,2020-03-02 08:30:00,12,0,0,,0,
2020-03-02 08:35:00,1849197,2020-03-02 08:35:00,12,0,0,,0,
2020-03-02 08:40:00,1849198,2020-03-02 08:40:00,12,0,0,,0,
2020-03-02 08:45:00,1849199,2020-03-02 08:45:00,12,0,0,,0,
2020-03-02 08:50:00,1849200,2020-03-02 08:50:00,12,0,0,,0,
2020-03-02 08:55:00,1849201,2020-03-02 08:55:00,12,0,0,,0,
2020-03-02 09:00:00,1849202,2020-03-02 09:00:00,12,0,0,,0,
2020-03-02 09:05:00,1849203,2020-03-02 09:05:00,12,0,0,,0,
2020-03-02 09:10:00,1849204,2020-03-02 09:10:00,12,0,0,,0,
2020-03-02 09:15:00,1849205,2020-03-02 09:15:00,12,0,0,,0,
2020-03-02 09:20:00,1849206,2020-03-02 09:20:00,12,0,0,,0,
2020-03-02 09:25:00,1849207,2020-03-02 09:25:00,12,0,0,,0,
2020-03-02 09:30:00,1849208,2020-03-02 09:30:00,12,0,0,,0,
2020-03-02 09:35:00,1849209,2020-03-02 09:35:00,12,0,0,,0,
2020-03-02 09:40:00,1849210,2020-03-02 09:40:00,12,0,0,,0,
